cohort_rank,standard_crossing_rank,station,slug,standard_score_7d,exact_crossings_7d,artist_crossings_7d,description,country,organization,homepage,inclusion_reason,crossing_status
183,,SomaFM n5MD (128k AAC),somafm-n5md-128k-aac,,,,"Emotional Experiments in Music: Ambient, modern composition, post-rock, & experimental electronic music",The United States Of America,,https://somafm.com/n5md/,scrape-only experimental set,no current crossing evidence
184,,SomaFM Secret Agent (128k MP3),somafm-secret-agent-128k-mp3,,,,"The soundtrack for your stylish, mysterious, dangerous life. For Spies and PIs too!",The United States Of America,,https://somafm.com/secretagent/,scrape-only experimental set,no current crossing evidence
185,,SomaFM Synphaera Radio,somafm-synphaera-radio,,,,Featuring the music from an independent record label focused on modern electronic ambient and space music.,The United States Of America,,https://somafm.com/synphaera,scrape-only experimental set,no current crossing evidence
186,,SomaFM Underground 80s (128k MP3),somafm-underground-80s-128k-mp3,,,,Early 80s UK Synthpop and a bit of New Wave.,The United States Of America,,https://somafm.com/u80s/,scrape-only experimental set,no current crossing evidence
187,,SomaFM Underground 80s (256k MP3),somafm-underground-80s-256k-mp3,,,,Early 80s UK Synthpop and a bit of New Wave.,The United States Of America,,https://somafm.com/u80s/,scrape-only experimental set,no current crossing evidence
188,,The Lot Radio,the-lot-radio,,,,THE LOT RADIO,US,The Lot Radio,https://www.thelotradio.com,mission-led editorial,no current crossing evidence
189,,The Tube | NTS,the-tube-nts,,,,"Oddball post-punk, industrial provocation, and minimal wave.",The United Kingdom Of Great Britain And Northern Ireland,,https://www.nts.live/infinite-mixtapes/the-tube,scrape-only experimental set,no current crossing evidence
190,,Total instrumental,total-instrumental,,,,"Scraped tags: ambient, dance, electronic, instrumental.",Germany,,http://www.radio-total-instrumental.de/,scrape-only experimental set,no current crossing evidence
191,,Traxx FM - Ambient,traxx-fm-ambient,,,,"Scraped tags: ambient, ambient and relaxation music, chill, chillout, commercial-free, no ads, relax, relaxation, relaxation music, relaxing.",Switzerland,,http://www.traxx.fm/,scrape-only experimental set,no current crossing evidence
192,,Ultra Dark Radio,ultra-dark-radio,,,,"Scraped tags: 80s, alternative, crossover, darkwave, ebm, gothic, industrial, metal, new wave, newcomer, underground.",Germany,,http://www.ultradarkradio.com/,scrape-only experimental set,no current crossing evidence
193,,Verdure Station,verdure-station,,,,Verdure station is a non-profit Internet radio station with atmosphere of comfort and peace of mind through music.,The Russian Federation,,http://verdure.net/,scrape-only experimental set,no current crossing evidence
194,,Voices Radio,voices-radio,,,,"Voices - your local London Radio Station and Podcast Studio, streaming live from Coal Drops Yard in Kings Cross",GB,Voices Radio,https://www.voicesradio.co.uk/,mission-led editorial,no current crossing evidence
195,,Wavebreaker,wavebreaker,,,,"Scraped tags: alternative, ambient, electropop, gothic, indie, new wave.",Germany,,https://laut.fm/wavebreaker,scrape-only experimental set,no current crossing evidence
196,,WFMU 91.1 FM,wfmu,,,,"WFMU-FM 91.1/Jersey City, NJ; 90.1/Hudson Valley, NY",US,WFMU,https://wfmu.org,mission-led editorial,no current crossing evidence
197,,Worldwide FM,worldwide-fm,,,,"Listen to the best independent music, shows, and content from Worldwide FM. Discover new artists, exclusive mixes, and curated playlists.",GB,Worldwide FM,https://worldwidefm.net,mission-led editorial,no current crossing evidence
198,,WPFW 89.3 FM,wpfw,,,,"Tune in to WPFW 89.3FM for jazz, justice, and community programming in Washington, DC. Support community radio and stay updated on events and shows.",US,Pacifica Foundation,https://www.wpfw.org,Bro Zone,no current crossing evidence
199,,WRUW 91.1 FM,wruw,,,,Scraped tags: college.,US,Case Western Reserve University,https://wruw.org/,Bro Zone; mission-led editorial,no current crossing evidence
200,,WWOZ 90.7 FM,wwoz,,,,"WWOZ is a listener-supported, non-commercial radio station for New Orleans and the surrounding community. Jazz, Blues, Latin, Cajun, Funk and more.",US,WWOZ,https://www.wwoz.org/,mission-led editorial,no current crossing evidence
201,,WXDU 88.7 FM,wxdu,,,,Scraped tags: college.,US,Duke University,https://wxdu.duke.edu,Bro Zone,no current crossing evidence
202,,XRAY.fm,xray-fm,,,,XRAY.fm aims to hold a boom mic up to the best and most distinctive of Portland.,US,XRAY.fm,https://xray.fm/,Bro Zone; mission-led editorial,no current crossing evidence
