name,slug,org,country,homepage_url,tags,homepage_blurb,genre_profile,recent_profile,station_class,source,automation_class,favorite
Radio Contigo,radio-contigo,,Chile,http://www.radiocontigo.cl/,"[""folk"", ""christian"", ""cueca"", ""religious"", ""talk""]","Radio Contigo 98.5 FM, con 25 años de experiencia. Desde San Carlos, Ñuble. Con 1,000 watts de potencia, entregando música, noticias y cultura.",,"{""top"": [], ""updatedAt"": ""2026-09-16T19:29:15.070Z"", ""sampleSize"": 0, ""windowDays"": 90, ""latestSpinAt"": null, ""excludedCount"": 0, ""genreCoverage"": 0, ""readinessTier"": ""insufficient"", ""resolvedCount"": 0, ""resolutionRate"": 0, ""datedTrackCount"": 0, ""genreTaggedCount"": 0, ""uniqueTrackCount"": 0, ""uniqueArtistCount"": 0, ""unknownGenreCount"": 0, ""datedTrackCoverage"": 0}",curated,radio_browser,,f
Radio Cyberfolk,radio-cyberfolk,,Bulgaria,https://radiocyberfolk.com/,"[""folk"", ""pop-folk""]",Saw.com has successfully helped thousands of buyers acquire the perfect domain name. Interested in radiocyberfolk.com? Let,"{""top"": [], ""totalCount"": 23, ""unknownCount"": 23}","{""top"": [], ""updatedAt"": ""2026-09-16T19:23:24.258Z"", ""sampleSize"": 759, ""windowDays"": 90, ""latestSpinAt"": ""2026-07-31T19:20:47.504Z"", ""excludedCount"": 365, ""genreCoverage"": 0, ""readinessTier"": ""insufficient"", ""resolvedCount"": 23, ""resolutionRate"": 0.030303030303030304, ""datedTrackCount"": 23, ""genreTaggedCount"": 0, ""uniqueTrackCount"": 10, ""uniqueArtistCount"": 8, ""unknownGenreCount"": 23, ""datedTrackCoverage"": 1}",curated,radio_browser,,f
Radio Danielka,radio-danielka,,Poland,http://radiodanielka.pl/,"[""folk"", ""aktorska"", ""cabaret"", ""kabaret"", ""poetry"", ""poezja"", ""polish"", ""szanty""]","Radio Danielka nadaje (z założenia) głównie polskie piosenki, ale zostawia sobie margines na eksplorowanie innych obszarów językowych. Stawia przede wszystkim na piosenki z sensem. Lubi piosenkę poetycką, choć nie stroni od piosenki kabaretowej, żeglarskiej czy aktorskiej. Uwielb","{""top"": [{""count"": 3, ""genre"": ""blues""}, {""count"": 3, ""genre"": ""country blues""}, {""count"": 3, ""genre"": ""pop""}, {""count"": 3, ""genre"": ""rock""}, {""count"": 2, ""genre"": ""ballad""}, {""count"": 2, ""genre"": ""singer-songwriter""}, {""count"": 1, ""genre"": ""folk""}, {""count"": 1, ""genre"": ""jazz""}], ""totalCount"": 475, ""unknownCount"": 467}","{""top"": [{""count"": 3, ""genre"": ""blues""}, {""count"": 3, ""genre"": ""country blues""}, {""count"": 3, ""genre"": ""pop""}, {""count"": 3, ""genre"": ""rock""}, {""count"": 2, ""genre"": ""ballad""}, {""count"": 2, ""genre"": ""singer-songwriter""}, {""count"": 1, ""genre"": ""folk""}, {""count"": 1, ""genre"": ""jazz""}], ""updatedAt"": ""2026-09-16T19:27:23.059Z"", ""sampleSize"": 2436, ""windowDays"": 90, ""latestSpinAt"": ""2026-09-16T11:08:34.213Z"", ""excludedCount"": 1, ""genreCoverage"": 0.016877637130801686, ""readinessTier"": ""provisional"", ""resolvedCount"": 474, ""resolutionRate"": 0.19458128078817735, ""datedTrackCount"": 406, ""genreTaggedCount"": 8, ""uniqueTrackCount"": 406, ""uniqueArtistCount"": 125, ""unknownGenreCount"": 466, ""datedTrackCoverage"": 0.8565400843881856}",curated,radio_browser,,f
Radio Energy Cugir,radio-energy-cugir,,Romania,https://radioenergycugir.ro/,"[""folk"", ""00s"", ""2000s"", ""70s"", ""80s"", ""90s"", ""chillout"", ""classic rock"", ""club"", ""country"", ""dance"", ""folclor"", ""hits"", ""latino"", ""lounge"", ""muzică populară"", ""muzică românească"", ""oldies"", ""pop"", ""relax"", ""retro"", ""rock"", ""romanian"", ""slow"", ""top40""]",Radio Energy Cugir &#8211; Cu noi&#8230; sunetul are sens!,,"{""top"": [], ""updatedAt"": ""2026-09-16T19:23:24.973Z"", ""sampleSize"": 0, ""windowDays"": 90, ""latestSpinAt"": null, ""excludedCount"": 0, ""genreCoverage"": 0, ""readinessTier"": ""insufficient"", ""resolvedCount"": 0, ""resolutionRate"": 0, ""datedTrackCount"": 0, ""genreTaggedCount"": 0, ""uniqueTrackCount"": 0, ""uniqueArtistCount"": 0, ""unknownGenreCount"": 0, ""datedTrackCoverage"": 0}",curated,radio_browser,,f
Radio FM,radio-fm,,Slovakia,https://fm.rtvs.sk/,"[""alternative"", ""local music"", ""multicultural"", ""world"", ""world music""]",Slovenská televízia a rozhlas,"{""top"": [{""count"": 33, ""genre"": ""electronic""}, {""count"": 28, ""genre"": ""rock""}, {""count"": 20, ""genre"": ""pop""}, {""count"": 19, ""genre"": ""indie rock""}, {""count"": 17, ""genre"": ""alternative rock""}, {""count"": 11, ""genre"": ""dance""}, {""count"": 11, ""genre"": ""electro""}, {""count"": 10, ""genre"": ""house""}], ""totalCount"": 967, ""unknownCount"": 864}","{""top"": [{""count"": 33, ""genre"": ""electronic""}, {""count"": 28, ""genre"": ""rock""}, {""count"": 20, ""genre"": ""pop""}, {""count"": 19, ""genre"": ""indie rock""}, {""count"": 17, ""genre"": ""alternative rock""}, {""count"": 11, ""genre"": ""dance""}, {""count"": 11, ""genre"": ""electro""}, {""count"": 10, ""genre"": ""house""}], ""updatedAt"": ""2026-09-16T19:19:15.760Z"", ""sampleSize"": 2452, ""windowDays"": 90, ""latestSpinAt"": ""2026-09-16T11:33:42.482Z"", ""excludedCount"": 699, ""genreCoverage"": 0.10729166666666666, ""readinessTier"": ""ready"", ""resolvedCount"": 960, ""resolutionRate"": 0.3915171288743883, ""datedTrackCount"": 898, ""genreTaggedCount"": 103, ""uniqueTrackCount"": 777, ""uniqueArtistCount"": 650, ""unknownGenreCount"": 857, ""datedTrackCoverage"": 0.9354166666666667}",curated,radio_browser,,f
Radio Favorit,radio-favorit,,Bulgaria,,"[""folk""]",,"{""top"": [{""count"": 1, ""genre"": ""house""}], ""totalCount"": 106, ""unknownCount"": 105}","{""top"": [{""count"": 1, ""genre"": ""house""}], ""updatedAt"": ""2026-09-16T19:22:57.861Z"", ""sampleSize"": 4192, ""windowDays"": 90, ""latestSpinAt"": ""2026-09-16T11:26:55.581Z"", ""excludedCount"": 15, ""genreCoverage"": 0.009708737864077669, ""readinessTier"": ""provisional"", ""resolvedCount"": 103, ""resolutionRate"": 0.0245706106870229, ""datedTrackCount"": 45, ""genreTaggedCount"": 1, ""uniqueTrackCount"": 34, ""uniqueArtistCount"": 31, ""unknownGenreCount"": 102, ""datedTrackCoverage"": 0.4368932038834951}",curated,radio_browser,,f
Radio Folclor,radio-folclor,,Romania,https://radiofolclor.ro/,"[""folclor"", ""folk"", ""muzică de petrecere"", ""muzică populară"", ""muzică românească"", ""petrecere"", ""populară"", ""romanian"", ""romanian music""]",Radio Folclor Romania &#8211; Muzica Populara Traditionala,"{""top"": [], ""totalCount"": 30, ""unknownCount"": 30}","{""top"": [], ""updatedAt"": ""2026-09-16T19:24:00.282Z"", ""sampleSize"": 4487, ""windowDays"": 90, ""latestSpinAt"": ""2026-09-16T19:21:16.557Z"", ""excludedCount"": 29, ""genreCoverage"": 0, ""readinessTier"": ""provisional"", ""resolvedCount"": 30, ""resolutionRate"": 0.006685981724983285, ""datedTrackCount"": 0, ""genreTaggedCount"": 0, ""uniqueTrackCount"": 16, ""uniqueArtistCount"": 16, ""unknownGenreCount"": 30, ""datedTrackCoverage"": 0}",curated,radio_browser,,f
Radio Folklorica Uyuni,radio-folklorica-uyuni,,Bolivia,https://www.uyuni.org/,"[""bolivia"", ""folk"", ""folklore"", ""música""]",,"{""top"": [], ""totalCount"": 11, ""unknownCount"": 11}","{""top"": [], ""updatedAt"": ""2026-09-16T19:22:29.372Z"", ""sampleSize"": 650, ""windowDays"": 90, ""latestSpinAt"": ""2026-08-19T08:59:06.167Z"", ""excludedCount"": 3, ""genreCoverage"": 0, ""readinessTier"": ""insufficient"", ""resolvedCount"": 10, ""resolutionRate"": 0.015384615384615385, ""datedTrackCount"": 2, ""genreTaggedCount"": 0, ""uniqueTrackCount"": 8, ""uniqueArtistCount"": 6, ""unknownGenreCount"": 10, ""datedTrackCoverage"": 0.2}",curated,radio_browser,,f
Radio Free Texas,radio-free-texas,,The United States Of America,https://radiofreetexas.com/,"[""americana"", ""country""]",Welcome to Radio Free Texas! The online of home of Texas Music since 2005. Proudly bringing Texas to the world and independence to your ears.,"{""top"": [{""count"": 3, ""genre"": ""country""}, {""count"": 3, ""genre"": ""country pop""}, {""count"": 2, ""genre"": ""alternative country""}, {""count"": 1, ""genre"": ""americana""}, {""count"": 1, ""genre"": ""rock""}, {""count"": 1, ""genre"": ""texas country""}], ""totalCount"": 93, ""unknownCount"": 86}","{""top"": [{""count"": 3, ""genre"": ""country""}, {""count"": 3, ""genre"": ""country pop""}, {""count"": 2, ""genre"": ""alternative country""}, {""count"": 1, ""genre"": ""americana""}, {""count"": 1, ""genre"": ""rock""}, {""count"": 1, ""genre"": ""texas country""}], ""updatedAt"": ""2026-09-16T19:21:46.458Z"", ""sampleSize"": 440, ""windowDays"": 90, ""latestSpinAt"": ""2026-07-26T01:05:46.160Z"", ""excludedCount"": 20, ""genreCoverage"": 0.07865168539325842, ""readinessTier"": ""insufficient"", ""resolvedCount"": 89, ""resolutionRate"": 0.20227272727272727, ""datedTrackCount"": 77, ""genreTaggedCount"": 7, ""uniqueTrackCount"": 71, ""uniqueArtistCount"": 57, ""unknownGenreCount"": 82, ""datedTrackCoverage"": 0.8651685393258427}",curated,radio_browser,mixed,f
Radio Gigante Bolivia,radio-gigante-bolivia,,Bolivia,https://radiogigantebolivia.com.bo/,"[""cumbia"", ""folk"", ""folklore"", ""música"", ""nacional"", ""tropical""]",,,"{""top"": [], ""updatedAt"": ""2026-09-16T19:14:25.162Z"", ""sampleSize"": 0, ""windowDays"": 90, ""latestSpinAt"": null, ""excludedCount"": 0, ""genreCoverage"": 0, ""readinessTier"": ""insufficient"", ""resolvedCount"": 0, ""resolutionRate"": 0, ""datedTrackCount"": 0, ""genreTaggedCount"": 0, ""uniqueTrackCount"": 0, ""uniqueArtistCount"": 0, ""unknownGenreCount"": 0, ""datedTrackCoverage"": 0}",curated,radio_browser,,f
Radio Heimatmelodie,radio-heimatmelodie,,Germany,http://www.radio-heimatmelodie.de/,"[""folk"", ""schlager"", ""volksmusik""]",Wir feiern Geburtstag! Seit 2008 Volksmusik & Schlager nonstop. Jetzt live hören.,"{""top"": [{""count"": 5, ""genre"": ""pop""}, {""count"": 3, ""genre"": ""schlager""}, {""count"": 2, ""genre"": ""country""}, {""count"": 1, ""genre"": ""folk""}], ""totalCount"": 352, ""unknownCount"": 341}","{""top"": [{""count"": 5, ""genre"": ""pop""}, {""count"": 3, ""genre"": ""schlager""}, {""count"": 2, ""genre"": ""country""}, {""count"": 1, ""genre"": ""folk""}], ""updatedAt"": ""2026-09-16T19:16:43.471Z"", ""sampleSize"": 2757, ""windowDays"": 90, ""latestSpinAt"": ""2026-09-16T11:33:46.894Z"", ""excludedCount"": 17, ""genreCoverage"": 0.03188405797101449, ""readinessTier"": ""ready"", ""resolvedCount"": 345, ""resolutionRate"": 0.1251360174102285, ""datedTrackCount"": 281, ""genreTaggedCount"": 11, ""uniqueTrackCount"": 269, ""uniqueArtistCount"": 168, ""unknownGenreCount"": 334, ""datedTrackCoverage"": 0.8144927536231884}",curated,radio_browser,,f
Radio Horo Plus,radio-horo-plus,,Bulgaria,,"[""folk""]",,,"{""top"": [], ""updatedAt"": ""2026-09-16T19:24:19.164Z"", ""sampleSize"": 3, ""windowDays"": 90, ""latestSpinAt"": ""2026-09-15T07:24:53.613Z"", ""excludedCount"": 0, ""genreCoverage"": 0, ""readinessTier"": ""insufficient"", ""resolvedCount"": 0, ""resolutionRate"": 0, ""datedTrackCount"": 0, ""genreTaggedCount"": 0, ""uniqueTrackCount"": 0, ""uniqueArtistCount"": 0, ""unknownGenreCount"": 0, ""datedTrackCoverage"": 0}",curated,radio_browser,,f
Radio Hushove,radio-hushove,,Bulgaria,,"[""folk""]",,"{""top"": [{""count"": 2, ""genre"": ""electronic""}, {""count"": 1, ""genre"": ""eurodance""}, {""count"": 1, ""genre"": ""hi-nrg""}, {""count"": 1, ""genre"": ""house""}, {""count"": 1, ""genre"": ""vocal trance""}], ""totalCount"": 14, ""unknownCount"": 12}","{""top"": [{""count"": 2, ""genre"": ""electronic""}, {""count"": 1, ""genre"": ""eurodance""}, {""count"": 1, ""genre"": ""hi-nrg""}, {""count"": 1, ""genre"": ""house""}, {""count"": 1, ""genre"": ""vocal trance""}], ""updatedAt"": ""2026-09-16T19:14:59.755Z"", ""sampleSize"": 2990, ""windowDays"": 90, ""latestSpinAt"": ""2026-09-16T11:32:04.024Z"", ""excludedCount"": 85, ""genreCoverage"": 0.15384615384615385, ""readinessTier"": ""insufficient"", ""resolvedCount"": 13, ""resolutionRate"": 0.004347826086956522, ""datedTrackCount"": 3, ""genreTaggedCount"": 2, ""uniqueTrackCount"": 11, ""uniqueArtistCount"": 11, ""unknownGenreCount"": 11, ""datedTrackCoverage"": 0.23076923076923078}",curated,radio_browser,,f
Radio JIH Cimbalka,radio-jih-cimbalka,,Czechia,https://naladit.radiocimbalka.cz/,"[""folk"", ""folk music""]","Poslouchejte Rádio Jih Cimbálka online na počítači, mobilu i tabletu.",,"{""top"": [], ""updatedAt"": ""2026-09-16T19:25:29.074Z"", ""sampleSize"": 0, ""windowDays"": 90, ""latestSpinAt"": null, ""excludedCount"": 0, ""genreCoverage"": 0, ""readinessTier"": ""insufficient"", ""resolvedCount"": 0, ""resolutionRate"": 0, ""datedTrackCount"": 0, ""genreTaggedCount"": 0, ""uniqueTrackCount"": 0, ""uniqueArtistCount"": 0, ""unknownGenreCount"": 0, ""datedTrackCoverage"": 0}",curated,radio_browser,,f
Radio Jam,radio-jam,,Coted Ivoire,http://www.radiojam.biz/,"[""african music"", ""folk"", ""folk music""]","Ecoute JAM, la radio la + Originale de Côte d",,"{""top"": [], ""updatedAt"": ""2026-09-16T19:22:10.384Z"", ""sampleSize"": 1, ""windowDays"": 90, ""latestSpinAt"": ""2026-07-09T12:45:51.609Z"", ""excludedCount"": 0, ""genreCoverage"": 0, ""readinessTier"": ""insufficient"", ""resolvedCount"": 0, ""resolutionRate"": 0, ""datedTrackCount"": 0, ""genreTaggedCount"": 0, ""uniqueTrackCount"": 0, ""uniqueArtistCount"": 0, ""unknownGenreCount"": 0, ""datedTrackCoverage"": 0}",curated,radio_browser,,f
Radio Jega,radio-jega,,Bulgaria,,"[""folk""]",,"{""top"": [], ""totalCount"": 1, ""unknownCount"": 1}","{""top"": [], ""updatedAt"": ""2026-09-16T19:24:19.155Z"", ""sampleSize"": 3, ""windowDays"": 90, ""latestSpinAt"": ""2026-09-15T07:25:39.012Z"", ""excludedCount"": 0, ""genreCoverage"": 0, ""readinessTier"": ""insufficient"", ""resolvedCount"": 1, ""resolutionRate"": 0.3333333333333333, ""datedTrackCount"": 0, ""genreTaggedCount"": 0, ""uniqueTrackCount"": 1, ""uniqueArtistCount"": 1, ""unknownGenreCount"": 1, ""datedTrackCoverage"": 0}",curated,radio_browser,,f
Radio Jugomania,radio-jugomania,,Bulgaria,,"[""folk""]",,"{""top"": [{""count"": 9, ""genre"": ""electronic""}, {""count"": 9, ""genre"": ""euro house""}], ""totalCount"": 1963, ""unknownCount"": 1954}","{""top"": [{""count"": 9, ""genre"": ""electronic""}, {""count"": 9, ""genre"": ""euro house""}], ""updatedAt"": ""2026-09-16T19:16:45.030Z"", ""sampleSize"": 7474, ""windowDays"": 90, ""latestSpinAt"": ""2026-09-16T19:15:14.659Z"", ""excludedCount"": 6, ""genreCoverage"": 0.004584819154355578, ""readinessTier"": ""provisional"", ""resolvedCount"": 1963, ""resolutionRate"": 0.26264383195076263, ""datedTrackCount"": 1742, ""genreTaggedCount"": 9, ""uniqueTrackCount"": 345, ""uniqueArtistCount"": 117, ""unknownGenreCount"": 1954, ""datedTrackCoverage"": 0.8874172185430463}",curated,radio_browser,,f
Radio K (KUOM),radio-k,University of Minnesota,US,https://radiok.org/,"[""college"", ""discovery"", ""indie""]",Homepage | Radio K,,"{""top"": [], ""updatedAt"": ""2026-09-16T19:30:56.469Z"", ""sampleSize"": 0, ""windowDays"": 90, ""latestSpinAt"": null, ""excludedCount"": 0, ""genreCoverage"": 0, ""readinessTier"": ""insufficient"", ""resolvedCount"": 0, ""resolutionRate"": 0, ""datedTrackCount"": 0, ""genreTaggedCount"": 0, ""uniqueTrackCount"": 0, ""uniqueArtistCount"": 0, ""unknownGenreCount"": 0, ""datedTrackCoverage"": 0}",community,curated,human,t
Radio Križevci,radio-kri-evci,,Croatia,https://radiokrizevci.hr/,"[""folk"", ""local news"", ""pop""]",Početna - Radio Križevci 96.6 FM,,"{""top"": [], ""updatedAt"": ""2026-09-16T19:24:30.056Z"", ""sampleSize"": 0, ""windowDays"": 90, ""latestSpinAt"": null, ""excludedCount"": 0, ""genreCoverage"": 0, ""readinessTier"": ""insufficient"", ""resolvedCount"": 0, ""resolutionRate"": 0, ""datedTrackCount"": 0, ""genreTaggedCount"": 0, ""uniqueTrackCount"": 0, ""uniqueArtistCount"": 0, ""unknownGenreCount"": 0, ""datedTrackCoverage"": 0}",curated,radio_browser,,f
Radio Lăutaru,radio-l-utaru,,Romania,https://radiolautaru.ro/,"[""etno"", ""folk"", ""muzică de petrecere"", ""muzică populară"", ""petrecere"", ""populară"", ""romanian folk""]",Cel mai ascultat radio de Manele.Poti asculta Radio Taraf Romania GRATIS pe mobil sau in winamp.MANELE noi si vechi non-stop/,,"{""top"": [], ""updatedAt"": ""2026-09-16T19:14:58.262Z"", ""sampleSize"": 1, ""windowDays"": 90, ""latestSpinAt"": ""2026-07-09T22:29:33.574Z"", ""excludedCount"": 0, ""genreCoverage"": 0, ""readinessTier"": ""insufficient"", ""resolvedCount"": 0, ""resolutionRate"": 0, ""datedTrackCount"": 0, ""genreTaggedCount"": 0, ""uniqueTrackCount"": 0, ""uniqueArtistCount"": 0, ""unknownGenreCount"": 0, ""datedTrackCoverage"": 0}",curated,radio_browser,,f
Radio MANELE,radio-manele,,Romania,,"[""folk""]",,"{""top"": [], ""totalCount"": 424, ""unknownCount"": 424}","{""top"": [], ""updatedAt"": ""2026-09-16T19:13:54.557Z"", ""sampleSize"": 7243, ""windowDays"": 90, ""latestSpinAt"": ""2026-09-16T11:33:21.060Z"", ""excludedCount"": 48, ""genreCoverage"": 0, ""readinessTier"": ""provisional"", ""resolvedCount"": 423, ""resolutionRate"": 0.05840121496617424, ""datedTrackCount"": 295, ""genreTaggedCount"": 0, ""uniqueTrackCount"": 38, ""uniqueArtistCount"": 22, ""unknownGenreCount"": 423, ""datedTrackCoverage"": 0.6973995271867612}",curated,radio_browser,,f
Radio Manele FM,radio-manele-fm,,Romania,https://fmradiomanele.ro/,"[""folk"", ""folk music""]","Radio Manele &#8211; Manele și Petrecere: Ascultă Cele Mai Noi Hit-uri, Bucură-te în Fiecare Moment!","{""top"": [], ""totalCount"": 70, ""unknownCount"": 70}","{""top"": [], ""updatedAt"": ""2026-09-16T19:13:41.769Z"", ""sampleSize"": 3576, ""windowDays"": 90, ""latestSpinAt"": ""2026-09-16T11:20:35.315Z"", ""excludedCount"": 178, ""genreCoverage"": 0, ""readinessTier"": ""provisional"", ""resolvedCount"": 66, ""resolutionRate"": 0.018456375838926176, ""datedTrackCount"": 9, ""genreTaggedCount"": 0, ""uniqueTrackCount"": 16, ""uniqueArtistCount"": 15, ""unknownGenreCount"": 66, ""datedTrackCoverage"": 0.13636363636363635}",curated,radio_browser,,f
Radio Mas 99.7 FM,radio-mas-99-7-fm,,Curacao,https://www.mas99.cw/,"[""music"", ""pop"", ""top40"", ""world""]",Radio Mas99,"{""top"": [{""count"": 6, ""genre"": ""pop""}, {""count"": 3, ""genre"": ""classic rock""}, {""count"": 3, ""genre"": ""contemporary christian""}, {""count"": 3, ""genre"": ""gospel""}, {""count"": 3, ""genre"": ""latin""}, {""count"": 2, ""genre"": ""bachata""}, {""count"": 2, ""genre"": ""ballad""}, {""count"": 2, ""genre"": ""dub""}], ""totalCount"": 181, ""unknownCount"": 166}","{""top"": [{""count"": 6, ""genre"": ""pop""}, {""count"": 3, ""genre"": ""classic rock""}, {""count"": 3, ""genre"": ""contemporary christian""}, {""count"": 3, ""genre"": ""gospel""}, {""count"": 3, ""genre"": ""latin""}, {""count"": 2, ""genre"": ""bachata""}, {""count"": 2, ""genre"": ""ballad""}, {""count"": 2, ""genre"": ""dub""}], ""updatedAt"": ""2026-09-16T19:22:25.076Z"", ""sampleSize"": 2054, ""windowDays"": 90, ""latestSpinAt"": ""2026-09-16T10:59:22.291Z"", ""excludedCount"": 3783, ""genreCoverage"": 0.11965811965811966, ""readinessTier"": ""insufficient"", ""resolvedCount"": 117, ""resolutionRate"": 0.056962025316455694, ""datedTrackCount"": 90, ""genreTaggedCount"": 14, ""uniqueTrackCount"": 71, ""uniqueArtistCount"": 63, ""unknownGenreCount"": 103, ""datedTrackCoverage"": 0.7692307692307693}",curated,radio_browser,,f
Radio Mela,radio-mela,,Italy,http://www.radiomela.it/,"[""80s"", ""90s"", ""italo disco"", ""new wave"", ""pop""]",Musica anni 80 90 - Vintage Radio Streaming,"{""top"": [{""count"": 124, ""genre"": ""pop""}, {""count"": 68, ""genre"": ""electronic""}, {""count"": 63, ""genre"": ""rock""}, {""count"": 41, ""genre"": ""disco""}, {""count"": 38, ""genre"": ""new wave""}, {""count"": 31, ""genre"": ""pop rock""}, {""count"": 24, ""genre"": ""synth-pop""}, {""count"": 20, ""genre"": ""dance-pop""}], ""totalCount"": 1669, ""unknownCount"": 1472}","{""top"": [{""count"": 124, ""genre"": ""pop""}, {""count"": 68, ""genre"": ""electronic""}, {""count"": 63, ""genre"": ""rock""}, {""count"": 41, ""genre"": ""disco""}, {""count"": 38, ""genre"": ""new wave""}, {""count"": 31, ""genre"": ""pop rock""}, {""count"": 24, ""genre"": ""synth-pop""}, {""count"": 20, ""genre"": ""dance-pop""}], ""updatedAt"": ""2026-09-16T19:17:53.171Z"", ""sampleSize"": 5055, ""windowDays"": 90, ""latestSpinAt"": ""2026-09-16T11:25:05.605Z"", ""excludedCount"": 974, ""genreCoverage"": 0.11867469879518072, ""readinessTier"": ""ready"", ""resolvedCount"": 1660, ""resolutionRate"": 0.3283877349159248, ""datedTrackCount"": 1435, ""genreTaggedCount"": 197, ""uniqueTrackCount"": 811, ""uniqueArtistCount"": 521, ""unknownGenreCount"": 1463, ""datedTrackCoverage"": 0.8644578313253012}",curated,radio_browser,mixed,f
Radio Mojdeh - Iranian Farsi/Persian Christian music and talk,radio-mojdeh-iranian-farsi-persian-christian-music-and-talk,,Islamic Republic Of Iran,https://radiomojdeh.com/,"[""christian"", ""music"", ""talk"", ""world""]",https://youtu.be/PrMA9f2fNqg,"{""top"": [], ""totalCount"": 24, ""unknownCount"": 24}","{""top"": [], ""updatedAt"": ""2026-09-16T19:18:52.070Z"", ""sampleSize"": 1436, ""windowDays"": 90, ""latestSpinAt"": ""2026-09-16T11:14:35.276Z"", ""excludedCount"": 1451, ""genreCoverage"": 0, ""readinessTier"": ""insufficient"", ""resolvedCount"": 15, ""resolutionRate"": 0.010445682451253482, ""datedTrackCount"": 1, ""genreTaggedCount"": 0, ""uniqueTrackCount"": 10, ""uniqueArtistCount"": 9, ""unknownGenreCount"": 15, ""datedTrackCoverage"": 0.06666666666666667}",curated,radio_browser,,f
Radio Nacional Folklorica 98.7,radio-nacional-folklorica-98-7,,Argentina,http://www.nacionalfolklorica.com.ar/,"[""buenos aires"", ""folk"", ""public radio""]",,,"{""top"": [], ""updatedAt"": ""2026-09-16T19:14:13.265Z"", ""sampleSize"": 0, ""windowDays"": 90, ""latestSpinAt"": null, ""excludedCount"": 0, ""genreCoverage"": 0, ""readinessTier"": ""insufficient"", ""resolvedCount"": 0, ""resolutionRate"": 0, ""datedTrackCount"": 0, ""genreTaggedCount"": 0, ""uniqueTrackCount"": 0, ""uniqueArtistCount"": 0, ""unknownGenreCount"": 0, ""datedTrackCoverage"": 0}",curated,radio_browser,,f
Radio Napoli,radio-napoli,,Italy,https://www.radionapoli.it/,"[""folk"", ""folk music"", ""local music"", ""napoli""]","Non categorizzato C&rsquo;era una volta&hellip; Scugnizzi, torna il musical dei talenti Storia Mia Martini e la canzone napoletana Curiosit&agrave; La grande sete di Erica Cassano e &lsquo;O sole mio Curiosit&agrave; Perdonaci la Pace, la preghiera in musica di don Mimmo Battagli",,"{""top"": [], ""updatedAt"": ""2026-09-16T19:28:47.614Z"", ""sampleSize"": 0, ""windowDays"": 90, ""latestSpinAt"": null, ""excludedCount"": 0, ""genreCoverage"": 0, ""readinessTier"": ""insufficient"", ""resolvedCount"": 0, ""resolutionRate"": 0, ""datedTrackCount"": 0, ""genreTaggedCount"": 0, ""uniqueTrackCount"": 0, ""uniqueArtistCount"": 0, ""unknownGenreCount"": 0, ""datedTrackCoverage"": 0}",curated,radio_browser,,f
Radio Nostalgia,radio-nostalgia,,Greece,http://www.radio-nostalgia.gr/,"[""folk"", ""greek"", ""greek traditional"", ""nostalgia""]",Ράδιο Νοσταλγία - Τραγούδια από το παρελθόν,"{""top"": [], ""totalCount"": 22, ""unknownCount"": 22}","{""top"": [], ""updatedAt"": ""2026-09-16T19:23:25.556Z"", ""sampleSize"": 856, ""windowDays"": 90, ""latestSpinAt"": ""2026-09-16T11:30:32.724Z"", ""excludedCount"": 329, ""genreCoverage"": 0, ""readinessTier"": ""insufficient"", ""resolvedCount"": 5, ""resolutionRate"": 0.005841121495327103, ""datedTrackCount"": 0, ""genreTaggedCount"": 0, ""uniqueTrackCount"": 4, ""uniqueArtistCount"": 4, ""unknownGenreCount"": 5, ""datedTrackCoverage"": 0}",curated,radio_browser,,f
Radio Nuova San Giorgio,radio-nuova-san-giorgio,,Italy,http://www.radionuovasangiorgio.com/,"[""folk"", ""folk music"", ""local music""]",Radio Nuova San Giorgio | La radio di Napoli,"{""top"": [{""count"": 2, ""genre"": ""classical""}, {""count"": 2, ""genre"": ""opera""}], ""totalCount"": 293, ""unknownCount"": 291}","{""top"": [{""count"": 2, ""genre"": ""classical""}, {""count"": 2, ""genre"": ""opera""}], ""updatedAt"": ""2026-09-16T19:18:44.857Z"", ""sampleSize"": 3040, ""windowDays"": 90, ""latestSpinAt"": ""2026-09-16T11:29:51.760Z"", ""excludedCount"": 552, ""genreCoverage"": 0.007380073800738007, ""readinessTier"": ""provisional"", ""resolvedCount"": 271, ""resolutionRate"": 0.08914473684210526, ""datedTrackCount"": 208, ""genreTaggedCount"": 2, ""uniqueTrackCount"": 207, ""uniqueArtistCount"": 66, ""unknownGenreCount"": 269, ""datedTrackCoverage"": 0.7675276752767528}",curated,radio_browser,,f
Radio Ozora,radio-ozora,,Hungary,https://radiozora.fm/,"[""goa"", ""psychedelic""]",We are connected to the same frequency,"{""top"": [], ""totalCount"": 5, ""unknownCount"": 5}","{""top"": [], ""updatedAt"": ""2026-09-16T19:29:02.908Z"", ""sampleSize"": 194, ""windowDays"": 90, ""latestSpinAt"": ""2026-09-16T11:04:04.643Z"", ""excludedCount"": 0, ""genreCoverage"": 0, ""readinessTier"": ""insufficient"", ""resolvedCount"": 5, ""resolutionRate"": 0.02577319587628866, ""datedTrackCount"": 0, ""genreTaggedCount"": 0, ""uniqueTrackCount"": 3, ""uniqueArtistCount"": 3, ""unknownGenreCount"": 5, ""datedTrackCoverage"": 0}",curated,radio_browser,,f
